score,Species,Country of Origin,Altitude (m),Variety,Processing Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Cupper Points,Total Cup Points,Moisture (%),Color,altitude_group
83.67,Arabica,Colombia,1750.0,Caturra,Washed / Wet,7.75,7.75,7.58,7.83,7.17,7.75,10.0,10.0,10.0,7.83,83.67,0.11,Green,High
83.67,Arabica,Guatemala,1450.0,Caturra,Natural / Dry,8.17,8.17,7.83,7.67,8.08,7.75,9.33,9.33,9.33,8.0,83.67,0.11,Green,Medium
83.67,Arabica,Guatemala,4300.0,Bourbon,Washed / Wet,7.67,8.17,7.5,7.42,7.58,7.83,10.0,10.0,10.0,7.5,83.67,0.11,Green,
83.67,Arabica,Mexico,1100.0,Typica,Washed / Wet,7.67,7.5,7.5,7.33,7.83,8.25,10.0,10.0,10.0,7.58,83.67,0.12,Green,Low
83.67,Arabica,Indonesia,1400.0,Typica,Washed / Wet,8.17,7.67,7.58,7.58,7.42,7.67,10.0,10.0,10.0,7.58,83.67,0.12,Green,Medium
83.67,Arabica,Guatemala,5000.0,Caturra,Washed / Wet,7.67,7.5,7.33,8.0,7.67,7.67,10.0,10.0,10.0,7.83,83.67,0.1,Green,
83.67,Arabica,United States (Hawaii),,,,7.75,8.0,7.92,8.08,7.75,8.0,9.33,9.33,9.33,8.17,83.67,0.0,,
83.58,Arabica,Brazil,890.0,Bourbon,Natural / Dry,7.58,7.67,7.58,7.58,7.67,7.58,10.0,10.0,10.0,7.92,83.58,0.11,Green,Low
83.58,Arabica,Guatemala,3702.0,Caturra,Washed / Wet,7.75,7.75,7.5,7.83,7.58,7.58,10.0,10.0,10.0,7.58,83.58,0.11,Green,
83.58,Arabica,Colombia,,Caturra,Washed / Wet,7.75,7.75,7.58,7.58,7.67,7.58,10.0,10.0,10.0,7.67,83.58,0.11,Green,
83.58,Arabica,China,1100.0,Catimor,Washed / Wet,7.67,7.58,7.58,7.58,7.67,7.75,10.0,10.0,10.0,7.75,83.58,0.1,Green,Low
83.58,Arabica,Colombia,1775.0,Caturra,Washed / Wet,7.67,7.75,7.58,7.67,7.75,7.58,10.0,10.0,10.0,7.58,83.58,0.12,Green,High
83.58,Arabica,Mexico,1200.0,Caturra,Washed / Wet,7.75,7.75,7.58,7.58,7.5,7.67,10.0,10.0,10.0,7.75,83.58,0.12,Green,Low
83.58,Arabica,Ethiopia,1850.0,Other,Washed / Wet,7.75,7.67,7.58,7.67,7.5,7.67,10.0,10.0,10.0,7.75,83.58,0.0,,High
83.58,Arabica,Uganda,1800.0,SL14,Washed / Wet,7.67,7.67,7.42,7.75,7.75,7.67,10.0,10.0,10.0,7.67,83.58,0.12,Green,High
83.58,Arabica,Colombia,1600.0,Caturra,Natural / Dry,7.67,7.58,7.67,7.67,7.67,7.67,10.0,10.0,10.0,7.67,83.58,0.0,Green,Medium
83.58,Arabica,Colombia,1550.0,Caturra,Washed / Wet,7.67,7.58,7.67,7.58,7.67,7.75,10.0,10.0,10.0,7.67,83.58,0.12,Green,Medium
83.58,Arabica,Colombia,1550.0,Caturra,Washed / Wet,7.75,7.58,7.5,7.58,7.75,7.83,10.0,10.0,10.0,7.58,83.58,0.0,,Medium
83.58,Arabica,Taiwan,1000.0,Typica,Other,7.75,7.75,7.75,7.75,7.5,7.58,10.0,10.0,10.0,7.5,83.58,0.11,Green,Low
83.58,Arabica,Colombia,1775.0,Caturra,Washed / Wet,7.67,7.67,7.58,7.67,7.75,7.58,10.0,10.0,10.0,7.67,83.58,0.11,Green,High
83.58,Arabica,Mexico,1000.0,Typica,Washed / Wet,7.83,7.67,7.58,7.58,7.67,7.58,10.0,10.0,10.0,7.67,83.58,0.12,,Low
83.58,Arabica,Colombia,2136.0,Caturra,Natural / Dry,7.67,7.58,7.58,7.58,7.67,7.75,10.0,10.0,10.0,7.75,83.58,0.11,Green,Very High
83.58,Arabica,Brazil,1100.0,Catuai,Semi-washed / Semi-pulped,7.83,7.75,7.5,7.75,7.5,7.58,10.0,10.0,10.0,7.67,83.58,0.12,Blue-Green,Low
83.5,Arabica,Colombia,1799.0,Caturra,Washed / Wet,7.75,7.58,7.58,7.75,7.75,7.5,10.0,10.0,10.0,7.58,83.50,0.0,Bluish-Green,High
83.5,Arabica,Taiwan,,,,7.58,7.58,7.17,7.17,7.0,7.0,10.0,10.0,10.0,10.0,83.50,0.11,Blue-Green,
83.5,Arabica,Costa Rica,1850.0,Caturra,Washed / Wet,7.92,7.42,7.5,7.67,7.5,7.67,10.0,10.0,10.0,7.83,83.50,0.0,Blue-Green,High
83.5,Arabica,Colombia,1000.0,Caturra,Natural / Dry,7.75,7.58,7.58,7.5,7.75,7.75,10.0,10.0,10.0,7.58,83.50,0.0,Green,Low
83.5,Arabica,Guatemala,4000.0,Bourbon,Washed / Wet,7.67,7.75,7.5,7.83,7.58,7.58,10.0,10.0,10.0,7.58,83.50,0.1,Bluish-Green,
83.5,Arabica,Colombia,1775.0,Caturra,Washed / Wet,7.58,7.58,7.58,7.58,7.75,7.67,10.0,10.0,10.0,7.75,83.50,0.12,Green,High
83.5,Arabica,"Tanzania, United Republic Of",1400.0,Ruiru 11,Washed / Wet,7.75,7.67,7.58,7.67,7.67,7.58,10.0,10.0,10.0,7.58,83.50,0.13,Green,Medium
83.5,Arabica,Indonesia,1500.0,Sumatra,Semi-washed / Semi-pulped,7.25,7.67,7.58,7.92,7.83,7.58,10.0,10.0,10.0,7.67,83.50,0.13,Bluish-Green,Medium
83.5,Arabica,Ethiopia,1600.0,,Natural / Dry,7.67,7.75,7.5,7.58,7.75,7.67,10.0,10.0,10.0,7.58,83.50,0.1,,Medium
83.5,Arabica,Colombia,,,Washed / Wet,7.67,7.42,7.67,7.83,7.58,7.67,10.0,10.0,10.0,7.67,83.50,0.0,,
83.5,Arabica,Colombia,1850.0,Caturra,Washed / Wet,8.0,7.58,7.25,7.58,7.92,7.58,10.0,10.0,10.0,7.58,83.50,0.11,Green,High
83.5,Arabica,Guatemala,1400.0,Caturra,Washed / Wet,7.58,7.75,7.5,7.83,7.42,7.67,10.0,10.0,10.0,7.75,83.50,0.1,Green,Medium
83.5,Arabica,Colombia,1650.0,Caturra,Washed / Wet,7.75,7.58,7.33,7.5,7.83,7.83,10.0,10.0,10.0,7.67,83.50,0.0,,High
83.5,Arabica,Honduras,1350.0,Caturra,Natural / Dry,7.67,7.5,7.67,7.5,7.67,7.67,10.0,10.0,10.0,7.83,83.50,0.1,Green,Medium
83.5,Arabica,Colombia,1750.0,Caturra,Washed / Wet,7.58,7.75,7.42,7.67,7.75,7.67,10.0,10.0,10.0,7.67,83.50,0.0,Green,High
83.5,Arabica,Colombia,1750.0,Caturra,Washed / Wet,7.58,7.67,7.58,7.75,7.58,7.75,10.0,10.0,10.0,7.58,83.50,0.11,Green,High
83.5,Arabica,Mexico,1170.0,Bourbon,Natural / Dry,7.83,7.58,7.25,7.5,7.5,7.42,10.0,10.0,10.0,8.42,83.50,0.13,Green,Low
83.5,Arabica,Mexico,940.0,Typica,Semi-washed / Semi-pulped,7.67,7.75,7.67,7.75,7.58,7.5,10.0,10.0,10.0,7.58,83.50,0.11,Green,Low
83.5,Arabica,Mexico,1400.0,Pacamara,Washed / Wet,7.75,7.67,7.67,7.75,7.33,7.5,10.0,10.0,10.0,7.83,83.50,0.12,Green,Medium
83.5,Arabica,Guatemala,5000.0,Caturra,Washed / Wet,7.83,7.5,7.5,8.0,7.67,7.5,10.0,10.0,10.0,7.5,83.50,0.1,Green,
83.5,Arabica,Colombia,1775.0,Caturra,Washed / Wet,7.67,7.58,7.58,7.67,7.67,7.67,10.0,10.0,10.0,7.67,83.50,0.11,Green,High
83.5,Arabica,Guatemala,302.0,Bourbon,Washed / Wet,7.5,7.5,7.75,7.5,8.0,7.67,10.0,10.0,10.0,7.58,83.50,0.0,Green,Low
83.5,Arabica,United States (Hawaii),,,,7.5,7.67,7.58,7.92,7.58,7.67,10.0,10.0,10.0,7.58,83.50,0.01,,
83.5,Arabica,Indonesia,1600.0,,,7.83,7.58,7.58,7.58,7.75,7.58,10.0,10.0,10.0,7.58,83.50,0.0,,Medium
83.42,Arabica,Colombia,439.0,Caturra,Washed / Wet,7.5,7.58,7.58,7.5,7.75,7.83,10.0,10.0,10.0,7.67,83.42,0.0,Green,Low
83.42,Arabica,Guatemala,1700.0,Bourbon,Washed / Wet,7.67,7.75,7.5,7.58,7.58,7.67,10.0,10.0,10.0,7.67,83.42,0.1,Green,High
83.42,Arabica,Colombia,442.0,Caturra,Washed / Wet,7.67,7.67,7.5,7.67,7.67,7.58,10.0,10.0,10.0,7.67,83.42,0.11,Green,Low
83.42,Arabica,Costa Rica,1850.0,Caturra,Washed / Wet,7.58,7.5,7.42,7.92,7.5,7.67,10.0,10.0,10.0,7.83,83.42,0.09,Blue-Green,High
83.42,Arabica,Taiwan,,,,7.67,7.67,7.0,7.08,7.0,7.0,10.0,10.0,10.0,10.0,83.42,0.11,Blue-Green,
83.42,Arabica,Uganda,1800.0,SL14,Washed / Wet,7.58,7.75,7.33,7.75,7.67,7.58,10.0,10.0,10.0,7.75,83.42,0.11,Green,High
83.42,Arabica,Thailand,1200.0,Catimor,Washed / Wet,7.5,7.58,7.75,7.5,7.75,7.67,10.0,10.0,10.0,7.67,83.42,0.13,Bluish-Green,Low
83.42,Arabica,El Salvador,1330.0,Bourbon,Washed / Wet,7.58,7.5,7.75,7.58,7.75,7.67,10.0,10.0,10.0,7.58,83.42,0.11,,Medium
83.42,Arabica,Colombia,442.0,Caturra,Natural / Dry,7.58,7.67,7.58,7.67,7.58,7.67,10.0,10.0,10.0,7.67,83.42,0.12,Green,Low
83.42,Arabica,Brazil,,Yellow Bourbon,Semi-washed / Semi-pulped,7.33,7.83,7.75,7.5,7.42,7.83,10.0,10.0,10.0,7.75,83.42,0.12,Green,
83.42,Arabica,"Tanzania, United Republic Of",1600.0,Bourbon,Washed / Wet,7.75,7.67,7.58,7.67,7.58,7.58,10.0,10.0,10.0,7.58,83.42,0.13,Green,Medium
83.42,Arabica,Colombia,1813.0,Caturra,Washed / Wet,7.58,7.58,7.25,7.75,7.75,8.58,9.33,10.0,10.0,7.58,83.42,0.12,Green,High
83.42,Arabica,Guatemala,4000.0,Bourbon,Natural / Dry,7.75,7.83,7.33,7.83,7.5,7.67,10.0,10.0,10.0,7.5,83.42,0.1,Green,
83.42,Arabica,Guatemala,1500.0,Caturra,Washed / Wet,7.67,7.75,7.5,7.83,7.58,7.5,10.0,10.0,10.0,7.58,83.42,0.1,Green,Medium
83.42,Arabica,Guatemala,4300.0,Bourbon,Washed / Wet,7.67,7.5,7.75,7.42,7.75,7.75,10.0,10.0,10.0,7.58,83.42,0.11,Green,
83.42,Arabica,United States (Hawaii),,Hawaiian Kona,Natural / Dry,7.42,7.75,7.67,7.58,7.67,7.67,10.0,10.0,10.0,7.67,83.42,0.0,Green,
83.42,Arabica,Colombia,1450.0,Caturra,Washed / Wet,7.5,7.75,7.58,7.5,7.67,7.75,10.0,10.0,10.0,7.67,83.42,0.11,Green,Medium
83.42,Arabica,Colombia,,,,7.58,7.58,7.58,7.67,7.75,7.67,10.0,10.0,10.0,7.58,83.42,0.1,,
83.42,Arabica,United States (Hawaii),,,,7.5,7.92,7.42,7.67,7.83,7.58,10.0,10.0,10.0,7.5,83.42,0.01,,
83.42,Arabica,Thailand,,Peaberry,,7.58,7.25,7.5,7.92,7.92,7.42,10.0,10.0,10.0,7.83,83.42,0.11,,
83.38,Arabica,Mexico,1050.0,,,7.25,7.88,7.38,7.63,7.5,8.75,9.0,10.0,10.0,8.0,83.38,0.09,,Low
83.33,Arabica,Colombia,1650.0,Caturra,Washed / Wet,7.75,7.5,7.75,7.58,7.58,7.58,10.0,10.0,10.0,7.58,83.33,0.0,,High
83.33,Arabica,Colombia,,Caturra,Washed / Wet,7.67,7.58,7.58,7.42,7.67,7.75,10.0,10.0,10.0,7.67,83.33,0.0,Blue-Green,
83.33,Arabica,Colombia,,Caturra,Washed / Wet,7.83,7.58,7.58,7.58,7.5,7.58,10.0,10.0,10.0,7.67,83.33,0.0,Green,
83.33,Arabica,Brazil,1227.0,Catuai,Semi-washed / Semi-pulped,7.5,7.83,7.33,7.58,7.58,7.92,10.0,10.0,10.0,7.58,83.33,0.1,Green,Medium
83.33,Arabica,Mexico,1200.0,Caturra,Washed / Wet,7.75,7.75,7.5,7.67,7.5,7.58,10.0,10.0,10.0,7.58,83.33,0.12,Green,Low
83.33,Arabica,Colombia,1650.0,Caturra,Washed / Wet,7.67,7.75,7.42,7.83,7.83,7.42,10.0,10.0,10.0,7.42,83.33,0.11,Green,High
83.33,Arabica,"Tanzania, United Republic Of",1700.0,Other,Semi-washed / Semi-pulped,7.75,7.58,7.67,7.58,7.58,7.58,10.0,10.0,10.0,7.58,83.33,0.12,Green,High
83.33,Arabica,Mexico,1100.0,Other,Washed / Wet,7.67,7.67,7.58,7.67,7.5,7.58,10.0,10.0,10.0,7.67,83.33,0.12,Green,Low
83.33,Arabica,Costa Rica,1300.0,Caturra,Washed / Wet,7.67,7.67,7.42,7.67,7.67,7.67,10.0,10.0,10.0,7.58,83.33,0.12,Green,Medium
83.33,Arabica,United States (Hawaii),,Hawaiian Kona,Natural / Dry,7.83,7.58,7.83,7.67,7.92,8.0,9.33,10.0,9.33,7.83,83.33,0.11,Bluish-Green,
83.33,Arabica,Costa Rica,1200.0,Catuai,Washed / Wet,7.5,7.67,7.67,7.5,7.83,7.17,10.0,10.0,10.0,8.0,83.33,0.11,Green,Low
83.33,Arabica,Peru,,,Washed / Wet,7.83,7.75,7.58,7.83,7.92,7.58,9.33,10.0,10.0,7.5,83.33,0.12,Green,
83.33,Arabica,Haiti,4200.0,Typica,Washed / Wet,7.58,7.5,7.67,7.5,7.83,7.42,10.0,10.0,10.0,7.83,83.33,0.11,Green,
83.33,Arabica,Colombia,1000.0,Caturra,Natural / Dry,7.67,7.67,7.5,7.67,7.92,7.42,10.0,10.0,10.0,7.5,83.33,0.11,Green,Low
83.33,Arabica,Guatemala,4300.0,Bourbon,Washed / Wet,7.83,7.67,7.17,7.67,7.67,7.67,10.0,10.0,10.0,7.67,83.33,0.11,Green,
83.33,Arabica,United States (Hawaii),,Hawaiian Kona,Natural / Dry,7.92,7.5,7.58,7.83,7.67,7.67,9.33,10.0,10.0,7.83,83.33,0.1,Bluish-Green,
83.33,Arabica,Burundi,1880.0,Bourbon,Washed / Wet,7.75,7.67,7.33,7.5,7.5,7.75,10.0,10.0,10.0,7.83,83.33,0.0,,High
83.33,Arabica,Colombia,1750.0,Caturra,Washed / Wet,7.5,7.67,7.67,7.58,7.67,7.58,10.0,10.0,10.0,7.67,83.33,0.0,Green,High
83.33,Arabica,United States (Hawaii),,,,8.08,7.83,7.83,7.75,7.67,7.58,9.33,10.0,9.33,7.92,83.33,0.01,,
83.33,Arabica,United States (Hawaii),,,,7.58,7.67,7.58,7.5,7.83,7.67,10.0,10.0,10.0,7.5,83.33,0.0,,
83.25,Arabica,Mexico,1600.0,Typica,Washed / Wet,7.67,7.83,7.42,7.83,7.33,7.5,10.0,10.0,10.0,7.67,83.25,0.11,Blue-Green,Medium
83.25,Arabica,Costa Rica,1900.0,Catuai,Pulped natural / honey,7.5,7.5,7.83,7.5,7.67,7.67,10.0,10.0,10.0,7.58,83.25,0.11,Green,High
83.25,Arabica,Costa Rica,,,Washed / Wet,7.83,7.5,7.42,7.67,7.5,7.67,10.0,10.0,10.0,7.67,83.25,0.11,,
83.25,Arabica,Guatemala,2100.0,Pacas,Washed / Wet,7.5,7.58,7.42,7.83,7.67,7.58,10.0,10.0,10.0,7.67,83.25,0.11,Green,Very High
83.25,Arabica,Uganda,,SL14,Washed / Wet,7.5,7.67,7.67,7.42,7.67,7.67,10.0,10.0,10.0,7.67,83.25,0.12,Green,
83.25,Arabica,Brazil,,,,7.58,7.67,7.42,7.5,7.67,7.42,10.0,10.0,10.0,8.0,83.25,0.12,Green,
83.25,Arabica,Colombia,442.0,Caturra,Natural / Dry,7.58,7.67,7.67,7.17,7.75,7.83,10.0,10.0,10.0,7.58,83.25,0.0,Green,Low
83.25,Arabica,Mexico,1261.0,Typica,Natural / Dry,7.83,7.75,7.5,7.58,7.58,7.58,10.0,10.0,10.0,7.42,83.25,0.12,Bluish-Green,Medium
83.25,Arabica,Taiwan,1000.0,Bourbon,Washed / Wet,7.67,7.5,7.5,7.5,7.67,7.83,10.0,10.0,10.0,7.58,83.25,0.1,Blue-Green,Low
83.25,Arabica,Taiwan,800.0,Typica,Washed / Wet,7.92,7.83,7.75,7.58,7.5,7.33,10.0,10.0,10.0,7.33,83.25,0.1,Green,Low
83.25,Arabica,Colombia,1483.0,Caturra,Natural / Dry,7.58,7.58,7.5,7.58,7.58,7.75,10.0,10.0,10.0,7.67,83.25,0.0,Green,Medium
83.25,Arabica,Guatemala,1500.0,Caturra,Washed / Wet,7.5,7.67,7.58,7.67,7.67,7.5,10.0,10.0,10.0,7.67,83.25,0.1,Green,Medium
83.25,Arabica,Colombia,1750.0,Caturra,Washed / Wet,7.83,7.5,7.67,7.33,7.67,7.67,10.0,10.0,10.0,7.58,83.25,0.11,Green,High
83.25,Arabica,Mexico,1300.0,Bourbon,Washed / Wet,7.58,7.75,7.5,7.5,7.58,7.58,10.0,10.0,10.0,7.75,83.25,0.12,Green,Medium
83.25,Arabica,United States (Hawaii),,Hawaiian Kona,Natural / Dry,7.58,7.75,7.83,8.0,8.08,7.67,9.33,10.0,9.33,7.67,83.25,0.11,Bluish-Green,
83.25,Arabica,Mexico,,Mundo Novo,Washed / Wet,7.75,7.58,7.58,7.58,7.5,7.58,10.0,10.0,10.0,7.67,83.25,0.13,Green,
83.25,Arabica,Mexico,1000.0,Caturra,Washed / Wet,7.75,7.75,7.42,7.92,7.33,7.5,10.0,10.0,10.0,7.58,83.25,0.12,Blue-Green,Low
83.25,Arabica,Guatemala,4300.0,Bourbon,Washed / Wet,7.83,7.58,7.08,7.83,7.42,8.08,10.0,10.0,10.0,7.42,83.25,0.11,Green,
83.25,Arabica,Brazil,1200.0,Yellow Bourbon,Semi-washed / Semi-pulped,7.75,7.67,7.5,7.58,7.58,7.58,10.0,10.0,10.0,7.58,83.25,0.11,Blue-Green,Low
83.25,Arabica,Colombia,175.0,Caturra,Washed / Wet,7.67,7.58,7.58,7.42,7.83,7.58,10.0,10.0,10.0,7.58,83.25,0.12,Green,Low
83.25,Arabica,Colombia,1775.0,Caturra,Washed / Wet,7.67,7.67,7.5,7.5,7.58,7.67,10.0,10.0,10.0,7.67,83.25,0.11,Green,High
83.25,Arabica,Colombia,1700.0,,,7.92,7.75,7.25,7.42,7.83,7.58,10.0,10.0,10.0,7.5,83.25,0.08,,High
83.25,Arabica,Colombia,1880.0,,,8.0,7.67,7.67,7.25,7.67,7.5,10.0,10.0,10.0,7.5,83.25,0.13,,High
83.25,Arabica,Colombia,1800.0,,,7.92,7.75,7.5,7.42,7.42,7.67,10.0,10.0,10.0,7.58,83.25,0.04,,High
83.17,Arabica,Brazil,890.0,Bourbon,Natural / Dry,7.67,7.42,7.5,7.58,7.67,7.58,10.0,10.0,10.0,7.75,83.17,0.11,Green,Low
83.17,Arabica,Guatemala,1901.0,Bourbon,Washed / Wet,7.58,7.58,7.33,7.67,7.75,7.58,10.0,10.0,10.0,7.67,83.17,0.1,Green,High
83.17,Arabica,"Tanzania, United Republic Of",16.8,Bourbon,Washed / Wet,7.67,7.58,7.42,7.67,7.67,7.58,10.0,10.0,10.0,7.58,83.17,0.12,Green,Low
83.17,Arabica,Peru,,,,7.92,7.5,7.5,7.58,7.67,7.5,10.0,10.0,10.0,7.5,83.17,0.11,Green,
83.17,Arabica,Vietnam,1550.0,Catimor,Natural / Dry,7.58,7.42,7.08,7.33,7.58,8.58,10.0,10.0,10.0,7.58,83.17,0.07,,Medium
83.17,Arabica,Guatemala,1500.0,Caturra,Washed / Wet,7.67,7.75,7.42,7.75,7.58,7.5,10.0,10.0,10.0,7.5,83.17,0.11,Green,Medium
83.17,Arabica,Honduras,1450.0,Catuai,Washed / Wet,7.67,7.67,7.5,7.67,7.5,7.67,10.0,10.0,10.0,7.5,83.17,0.11,Blue-Green,Medium
83.17,Arabica,China,1200.0,Catimor,Washed / Wet,7.5,7.67,7.33,7.67,7.67,7.67,10.0,10.0,10.0,7.67,83.17,0.11,Green,Low
83.17,Arabica,China,1600.0,Catimor,Washed / Wet,7.67,7.67,7.5,7.67,7.42,7.58,10.0,10.0,10.0,7.67,83.17,0.1,Green,Medium
83.17,Arabica,El Salvador,1350.0,Bourbon,Washed / Wet,7.5,7.5,7.33,7.67,8.0,7.67,10.0,10.0,10.0,7.5,83.17,0.0,Green,Medium
83.17,Arabica,Guatemala,1500.0,Bourbon,Washed / Wet,7.5,7.75,7.5,7.83,7.58,7.5,10.0,10.0,10.0,7.5,83.17,0.11,Green,Medium
83.17,Arabica,Guatemala,1650.0,Bourbon,Washed / Wet,7.92,7.67,7.42,7.75,7.5,7.5,10.0,10.0,10.0,7.42,83.17,0.12,Green,High
83.17,Arabica,Kenya,250.05,SL28,Washed / Wet,7.83,7.75,7.67,7.75,7.83,8.5,9.33,9.33,9.33,7.83,83.17,0.1,Bluish-Green,Low
83.17,Arabica,Thailand,800.0,,Washed / Wet,7.67,7.58,7.58,7.75,7.42,7.67,10.0,10.0,10.0,7.5,83.17,0.12,Bluish-Green,Low
83.17,Arabica,"Tanzania, United Republic Of",1653.0,Other,Washed / Wet,7.58,7.67,7.67,7.58,7.42,7.58,10.0,10.0,10.0,7.67,83.17,0.13,Bluish-Green,High
83.17,Arabica,Colombia,1775.0,Caturra,Washed / Wet,7.58,7.5,7.5,7.67,7.5,7.67,10.0,10.0,10.0,7.75,83.17,0.0,,High
83.17,Arabica,Uganda,1800.0,SL14,Washed / Wet,8.0,7.67,7.5,7.42,7.33,7.58,10.0,10.0,10.0,7.67,83.17,0.1,Bluish-Green,High
83.17,Arabica,Colombia,,,Washed / Wet,7.58,7.75,7.5,7.58,7.58,7.58,10.0,10.0,10.0,7.58,83.17,0.11,Green,
83.17,Arabica,Honduras,1450.0,Catuai,Natural / Dry,7.5,7.5,7.5,7.67,7.67,7.67,10.0,10.0,10.0,7.67,83.17,0.1,Green,Medium
83.17,Arabica,Honduras,1350.0,Caturra,Natural / Dry,7.67,7.67,7.5,7.67,7.5,7.67,10.0,10.0,10.0,7.5,83.17,0.11,Green,Medium
83.17,Arabica,Guatemala,5000.0,Catuai,Washed / Wet,7.33,7.83,7.17,8.17,7.33,7.67,10.0,10.0,10.0,7.67,83.17,0.09,Green,
83.17,Arabica,United States (Hawaii),,Hawaiian Kona,Natural / Dry,7.5,7.5,7.58,7.42,7.92,7.67,10.0,10.0,10.0,7.58,83.17,0.11,Bluish-Green,
83.17,Arabica,"Tanzania, United Republic Of",1800.0,Bourbon,Washed / Wet,7.58,7.5,7.58,7.75,7.58,7.58,10.0,10.0,10.0,7.58,83.17,0.12,Green,High
83.17,Arabica,Guatemala,4300.0,Bourbon,Washed / Wet,7.67,7.83,7.33,7.67,7.5,7.67,10.0,10.0,10.0,7.5,83.17,0.11,Green,
83.17,Arabica,Mexico,1500.0,Typica,Washed / Wet,7.75,7.58,7.58,7.58,7.5,7.42,10.0,10.0,10.0,7.75,83.17,0.11,Green,Medium
83.17,Arabica,Mexico,532.0,Typica,Washed / Wet,7.75,7.67,7.58,7.5,7.42,7.58,10.0,10.0,10.0,7.67,83.17,0.12,,Low
83.17,Arabica,Mexico,1089.0,Pacamara,Washed / Wet,7.58,7.75,7.42,7.67,7.5,7.58,10.0,10.0,10.0,7.67,83.17,0.14,,Low
83.17,Arabica,Colombia,1775.0,Caturra,Washed / Wet,7.67,7.5,7.5,7.5,7.58,8.17,10.0,10.0,10.0,7.25,83.17,0.11,Green,High
83.17,Arabica,Mexico,700.0,Typica,Washed / Wet,7.75,7.5,7.42,7.75,7.58,7.58,10.0,10.0,10.0,7.58,83.17,0.13,Green,Low
83.17,Arabica,Colombia,1750.0,Caturra,Washed / Wet,7.58,7.67,7.5,7.58,7.67,7.67,10.0,10.0,10.0,7.5,83.17,0.11,Blue-Green,High
83.17,Arabica,Mexico,1380.0,Typica,Washed / Wet,7.5,7.75,7.58,7.58,7.67,7.5,10.0,10.0,10.0,7.58,83.17,0.11,,Medium
83.17,Arabica,Brazil,1000.0,Mundo Novo,Natural / Dry,7.75,7.67,7.58,7.5,7.58,7.58,10.0,10.0,10.0,7.5,83.17,0.12,Green,Low
83.17,Arabica,Brazil,950.0,Mundo Novo,Natural / Dry,7.92,7.58,7.5,7.58,7.42,7.5,10.0,10.0,10.0,7.67,83.17,0.11,Green,Low
83.17,Arabica,Guatemala,302.0,Bourbon,Washed / Wet,7.75,7.5,7.67,7.5,7.92,8.0,10.0,10.0,9.33,7.5,83.17,0.0,Green,Low
83.17,Arabica,Brazil,1000.0,Mundo Novo,Semi-washed / Semi-pulped,7.75,7.5,7.58,7.5,7.75,7.5,10.0,10.0,10.0,7.58,83.17,0.12,Blue-Green,Low
83.17,Arabica,Brazil,900.0,,,7.58,7.75,7.67,7.5,7.67,7.58,10.0,10.0,10.0,7.42,83.17,0.02,,Low
83.17,Arabica,El Salvador,1200.0,,,7.42,7.83,8.17,8.08,7.17,7.58,10.0,9.33,10.0,7.58,83.17,0.14,,Low
83.17,Arabica,Ethiopia,1850.0,,,7.75,8.0,7.67,8.08,7.83,7.92,9.33,9.33,9.33,7.92,83.17,0.01,,High
83.08,Arabica,Colombia,1799.0,Caturra,Washed / Wet,7.58,7.67,7.33,7.67,7.75,7.58,10.0,10.0,10.0,7.5,83.08,0.0,Green,High
83.08,Arabica,Colombia,,Caturra,Washed / Wet,7.75,7.5,7.5,7.42,8.0,7.75,10.0,10.0,10.0,7.17,83.08,0.0,Green,
83.08,Arabica,Brazil,905.0,Yellow Bourbon,Pulped natural / honey,7.58,7.58,7.58,7.5,7.67,7.58,10.0,10.0,10.0,7.58,83.08,0.11,Bluish-Green,Low
83.08,Arabica,Brazil,1000.0,Yellow Bourbon,Natural / Dry,7.33,7.67,7.67,7.33,7.75,7.42,10.0,10.0,10.0,7.92,83.08,0.0,Green,Low
83.08,Arabica,Taiwan,750.0,Typica,Natural / Dry,7.83,7.92,7.5,7.83,7.67,7.25,9.33,10.0,10.0,7.75,83.08,0.0,Green,Low
83.08,Arabica,Brazil,,Mundo Novo,Natural / Dry,7.42,7.67,7.58,7.5,7.75,7.67,10.0,10.0,10.0,7.5,83.08,0.11,Green,
83.08,Arabica,Brazil,1200.0,Bourbon,Washed / Wet,7.58,7.83,7.67,7.42,7.42,7.5,10.0,10.0,10.0,7.67,83.08,0.0,Green,Low
83.08,Arabica,Costa Rica,1300.0,Catuai,Washed / Wet,7.83,7.33,7.5,7.67,7.58,7.67,10.0,10.0,10.0,7.5,83.08,0.1,Green,Medium
83.08,Arabica,United States (Hawaii),,Hawaiian Kona,Natural / Dry,7.33,7.75,7.58,7.33,7.83,7.67,10.0,10.0,10.0,7.58,83.08,0.12,Bluish-Green,
83.08,Arabica,Taiwan,1300.0,Typica,Other,7.75,7.75,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.58,83.08,0.11,,Medium
83.08,Arabica,United States (Hawaii),,Hawaiian Kona,Natural / Dry,7.83,7.83,7.33,7.17,7.75,7.67,10.0,10.0,10.0,7.5,83.08,0.1,Bluish-Green,
83.08,Arabica,Mexico,1400.0,Other,Washed / Wet,7.75,7.67,7.42,7.75,7.5,7.5,10.0,10.0,10.0,7.5,83.08,0.1,,Medium
